	Variable	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
222	cage	OTU1242	cagec11	0.277424516218561	41	23	3.26490283932157e-09	3.64979571687758e-06
225	cage	OTU2021	cagec11	-0.0216517816501731	41	7	3.32680303645195e-09	3.64979571687758e-06
230	cage	OTU465	cagec11	-0.0333719673996012	41	9	3.38624261660895e-09	3.64979571687758e-06
235	cage	OTU914	cagec11	-0.0217702886633903	41	7	3.53319989877748e-09	3.71494830553641e-06
243	cage	OTU1867	cagec11	-0.026630038857964	41	10	3.78927732494601e-09	3.90084696735456e-06
245	cage	OTU1135	cagec11	0.0240294993710899	41	15	3.91248937415252e-09	3.99426202551188e-06
250	cage	OTU560	cagec11	-0.0460815834263515	41	11	4.13348843903995e-09	4.11894647825178e-06
253	cage	OTU9	cagec11	0.348199925896762	41	23	4.8526854655273e-09	4.79494045735719e-06
262	cage	OTU2139	cagec11	-0.0145432409493518	41	8	5.72611823365935e-09	5.41860366098018e-06
266	cage	OTU2789	cagec11	-0.0141221538696891	41	15	6.24493922608167e-09	5.7762635803289e-06
276	cage	OTU139	cagec11	0.0717899368914145	41	20	6.55593192515169e-09	5.93015376128142e-06
277	cage	OTU2341	cagec11	-0.0338386323306845	41	9	6.86289828573089e-09	6.16662134817116e-06
278	cage	OTU1478	cagec11	0.0664255170603394	41	19	6.86748029523566e-09	6.16662134817116e-06
283	cage	OTU674	cagec11	0.0193295558857921	41	17	9.13728539961257e-09	8.05774296725619e-06
296	cage	OTU628	cagec11	-0.0105908575336266	41	9	1.16975242647609e-08	9.68658731430288e-06
311	cage	OTU630	cagec11	0.0564261337194623	41	18	1.41168838048324e-08	1.13136017612038e-05
324	cage	OTU91	cagec11	0.0734148629924123	41	19	1.64112218170632e-08	1.26180243193899e-05
325	cage	OTU1990	cagec11	0.0422547593854401	41	12	1.66526340268129e-08	1.27637511465886e-05
343	cage	OTU437	cagec11	-0.0241992338956761	41	9	2.04450339871868e-08	1.4751421780368e-05
349	cage	OTU570	cagec11	-0.0190349549308329	41	5	2.19471815960863e-08	1.55167204550468e-05
353	cage	OTU2774	cagec11	0.00748831658555302	41	14	2.25331142944649e-08	1.58853290592185e-05
356	cage	OTU432	cagec11	-0.0388158330845539	41	9	2.56725929902545e-08	1.79443402316569e-05
373	cage	OTU200	cagec11	-0.0728846186421927	41	8	4.21435146442305e-08	2.78732900874263e-05
380	cage	OTU744	cagec11	-0.00941560654225889	41	9	4.67859233190034e-08	3.0372211650759e-05
390	cage	OTU695	cagec11	0.0188549191826353	41	8	5.10318130277433e-08	3.25277569479453e-05
394	cage	OTU1922	cagec11	-0.0274226722173861	41	17	5.38724511748026e-08	3.38992743470465e-05
406	cage	OTU377	cagec11	-0.071911886407563	41	29	6.48822032822153e-08	3.97100065894189e-05
418	cage	OTU343	cagec11	-0.0176338244290699	41	10	7.48645977196873e-08	4.44914517612529e-05
424	cage	OTU208	cagec11	-0.0222972199617384	41	7	8.4791628697108e-08	4.94357297387452e-05
429	cage	OTU2388	cagec11	-0.0126802313201661	41	13	9.1022447177219e-08	5.18795199705237e-05
441	cage	OTU2330	cagec11	-0.00868944980357634	41	8	9.36647489862626e-08	5.26141412016737e-05
453	cage	OTU1470	cagec11	-0.0127710030181044	41	7	1.05791356893189e-07	5.77130556007314e-05
478	cage	OTU2383	cagec11	-0.0109613619579034	41	6	1.41935496306595e-07	7.33642514806424e-05
497	cage	OTU127	cagec11	-0.134498946709262	41	18	1.76432270364537e-07	8.78721994001609e-05
499	cage	OTU847	cagec11	-0.0223795142589395	41	16	1.80516843408822e-07	8.91843827344906e-05
510	cage	OTU501	cagec11	-0.0239886251485876	41	10	1.8954209759743e-07	9.19810040760927e-05
512	cage	OTU384	cagec11	-0.0182959900785134	41	17	2.05121703252565e-07	9.87622866989267e-05
522	cage	OTU2845	cagec11	-0.0716806755512579	41	39	2.29841520585313e-07	0.000108958609249034
525	cage	OTU1070	cagec11	0.0149384997460026	41	14	2.43464904709194e-07	0.00011475359149413
532	cage	OTU710	cagec11	0.0245103613691506	41	17	2.74758757689954e-07	0.000127789830748135
541	cage	OTU216	cagec11	-0.0263405329369452	41	8	2.93204960366407e-07	0.000133591238580871
548	cage	OTU2558	cagec11	-0.012607675186815	41	8	3.04501354569592e-07	0.000136712773310656
565	cage	OTU667	cagec11	-0.00977791048453027	41	15	3.33768709700019e-07	0.00014612002140296
574	cage	OTU334	cagec11	-0.00813087292586816	41	8	3.69324401420553e-07	0.000159058731650055
586	cage	OTU1229	cagec11	0.00833469536421412	41	16	4.14949907652456e-07	0.000175116690272877
593	cage	OTU1122	cagec11	-0.0137587111837954	41	16	4.31995969151253e-07	0.000180147444511978
598	cage	OTU116	cagec11	-0.0367141070436027	41	19	4.84600121955031e-07	0.000199380535460624
632	cage	OTU346	cagec11	-0.056945415606576	41	36	6.44811494956608e-07	0.000252221758004195
637	cage	OTU2683	cagec11	-0.00805520773852528	41	10	6.80150115029161e-07	0.000262703444036782
646	cage	OTU228	cagec11	-0.0165841556027517	41	14	7.05120185855307e-07	0.00026855364576979
654	cage	OTU497	cagec11	-0.00715680138792825	41	3	7.15611249113545e-07	0.000269215359171484
668	cage	OTU163	cagec11	-0.0365140183255507	41	10	7.49646633118114e-07	0.000274648582393589
674	cage	OTU1000	cagec11	-0.0147882532014832	41	16	7.50146715203372e-07	0.000274648582393589
680	cage	OTU1133	cagec11	-0.010107958523849	41	6	8.11465339447096e-07	0.00029360367311992
690	cage	OTU267	cagec11	-0.0284032175042906	41	14	8.73538312482051e-07	0.000310276233219584
699	cage	OTU173	cagec11	-0.056004077735449	41	9	8.77722693419406e-07	0.000310276233219584
700	cage	OTU144	cagec11	-0.0168476147265678	41	16	8.87867932155112e-07	0.000312069089176646
722	cage	OTU927	cagec11	-0.0151745788789556	41	9	1.14546057674622e-06	0.000389800392698367
735	cage	OTU131	cagec11	-0.028491264331352	41	36	1.31676013087579e-06	0.000442584306448479
738	cage	OTU2038	cagec11	-0.0103395276047613	41	14	1.37007271867908e-06	0.000456691063749682
743	cage	OTU33	cagec11	-0.139262775338452	41	20	1.39663346234734e-06	0.000464356090777772
745	cage	OTU8	cagec11	-0.21987243154812	41	41	1.40979842765988e-06	0.00046746977863363
749	cage	OTU31	cagec11	-0.160531187338886	41	23	1.45762297108401e-06	0.000480736170156296
750	cage	OTU1009	cagec11	0.0134265187241475	41	10	1.49302292810639e-06	0.00049175218495651
764	cage	OTU312	cagec11	0.00522478633213268	41	11	1.62646481471273e-06	0.000525848257053188
771	cage	OTU692	cagec11	-0.00694498834323864	41	3	1.67715918973551e-06	0.000535205208255457
796	cage	OTU2101	cagec11	-0.0664390466050863	41	12	1.89841305608952e-06	0.000588261779699116
797	cage	OTU1481	cagec11	-0.0180296427546797	41	35	1.90732198003155e-06	0.000590278966039022
806	cage	OTU1886	cagec11	0.00880801942018254	41	6	2.11665435185354e-06	0.000647730456177847
816	cage	OTU882	cagec11	0.0125173458323663	41	18	2.44349566760337e-06	0.00073856307563898
828	cage	OTU89	cagec11	-0.0441372765587643	41	32	2.67937322767217e-06	0.00079809316079513
834	cage	OTU206	cagec11	-0.0223320218408143	41	8	2.78730719390741e-06	0.000819822629696551
842	cage	OTU811	cagec11	-0.0732192003242114	41	38	2.83719316792707e-06	0.000829713620590996
851	cage	OTU268	cagec11	-0.0143428018137404	41	5	2.86983783383367e-06	0.000829713620590996
854	cage	OTU2703	cagec11	-0.0456817035608109	41	22	2.88491768986241e-06	0.000833094476127557
867	cage	OTU1709	cagec11	-0.00875689505019735	41	5	3.10731215080566e-06	0.000882230359681663
874	cage	OTU461	cagec11	-0.00595157016477159	41	9	3.21275200875145e-06	0.000901883178947143
892	cage	OTU844	cagec11	-0.0382800487062029	41	26	3.46715379024376e-06	0.000958481030438432
894	cage	OTU2022	cagec11	-0.0299792656157129	41	27	3.48444306295306e-06	0.000961100804797962
900	cage	OTU1969	cagec11	0.0104617718701236	41	16	3.58064552757508e-06	0.000981037064218253
901	cage	OTU80	cagec11	-0.0303944111448187	41	26	3.59414155666405e-06	0.000981455944702516
920	cage	OTU469	cagec11	-0.00904527713643057	41	12	4.21837777289235e-06	0.00112812718707513
928	cage	OTU2184	cagec11	-0.0312184305000959	41	37	4.2899500742442e-06	0.00113983417539613
933	cage	OTU423	cagec11	-0.00996390055605036	41	5	4.33739739897528e-06	0.00114256985423093
939	cage	OTU578	cagec11	-0.00904527713643057	41	12	4.42960928160255e-06	0.00115492589036519
946	cage	OTU637	cagec11	0.0119902689074142	41	8	4.45269534672152e-06	0.00115928868256225
950	cage	OTU945	cagec11	-0.00871929130128303	41	12	4.5202434407273e-06	0.00116699594483341
958	cage	OTU1175	cagec11	-0.0137870755425543	41	15	4.71253932779986e-06	0.00120776983186867
964	cage	OTU103	cagec11	0.0427779464100551	41	19	4.87763129321652e-06	0.00124618667755879
970	cage	OTU2708	cagec11	-0.00696170473471992	41	8	5.18313025191462e-06	0.00131196673787586
992	cage	OTU1113	cagec11	-0.0153567736588695	41	23	5.69760131682164e-06	0.00141434130757144
1011	cage	OTU2610	cagec11	-0.0158201061442313	41	4	6.63460493679186e-06	0.00160677844706659
1022	cage	OTU1318	cagec11	-0.0194394671674483	41	9	7.00304467277163e-06	0.00168756915000462
1027	cage	OTU2023	cagec11	-0.017005001654374	41	15	7.13603166979858e-06	0.00171123569585013
1030	cage	OTU1182	cagec11	-0.00700654677811676	41	12	7.30256852704068e-06	0.00173930498808086
1038	cage	OTU275	cagec11	-0.0499906538610773	41	17	7.5739714476798e-06	0.00179567856503466
1049	cage	OTU360	cagec11	-0.00757730961780608	41	10	8.42143711906034e-06	0.00196769717422819
1062	cage	OTU83	cagec11	-0.0311293246069596	41	25	8.75523768846535e-06	0.00203026617828176
1063	cage	OTU2636	cagec11	-0.0204394799791795	41	31	8.78889925393096e-06	0.00203615292442506
1084	cage	OTU87	cagec11	-0.0516958542059242	41	20	1.00259274032857e-05	0.00226392340239823
1088	cage	OTU203	cagec11	-0.0112699972790588	41	4	1.00388983446249e-05	0.00226392340239823
1110	cage	OTU951	cagec11	0.0376089211937427	41	24	1.13525109143045e-05	0.00251181450343772
1124	cage	OTU518	cagec11	-0.00972007319487121	41	14	1.22278691305386e-05	0.00266239667015081
1131	cage	OTU302	cagec11	-0.0121450995458166	41	13	1.23465450706069e-05	0.00267403777247974
1146	cage	OTU1363	cagec11	-0.015532387419339	41	11	1.30573860797185e-05	0.00279113822666871
1157	cage	OTU833	cagec11	-0.0114882119463573	41	15	1.34265979331808e-05	0.0028429295005268
1169	cage	OTU1889	cagec11	-0.0110646792381089	41	17	1.39139645345279e-05	0.00291850821718933
1172	cage	OTU2659	cagec11	-0.00960637617082676	41	12	1.42947363744496e-05	0.00298306535484354
1179	cage	OTU1670	cagec11	0.00713720117136348	41	4	1.46682978476088e-05	0.00305325211297134
1194	cage	OTU726	cagec11	-0.00732449990839594	41	9	1.61765596066412e-05	0.00331117487182968
1201	cage	OTU491	cagec11	-0.0196331187753321	41	16	1.63776379676208e-05	0.00334676487760757
1211	cage	OTU243	cagec11	-0.0186999730432338	41	18	1.72162159089154e-05	0.00348228195886947
1222	cage	OTU2303	cagec11	-0.0320936597766781	41	21	1.75186294001834e-05	0.00351855593610851
1227	cage	OTU660	cagec11	-0.00764243074548048	41	4	1.78940517926936e-05	0.00356774620820014
1245	cage	OTU1618	cagec11	-0.0163683489845166	41	17	1.99794772030925e-05	0.00393352498951451
1249	cage	OTU608	cagec11	-0.00915522865792295	41	14	2.01918023737511e-05	0.00395021143295762
1256	cage	OTU544	cagec11	-0.00816059419475807	41	14	2.02136922255337e-05	0.00395021143295762
1276	cage	OTU383	cagec11	-0.109614610211718	41	37	2.18959200710617e-05	0.00421204572832198
1280	cage	OTU1010	cagec11	-0.0175646308276986	41	29	2.24026048505767e-05	0.0042960792592528
1287	cage	OTU538	cagec11	-0.0259827103388532	41	13	2.46684315542087e-05	0.00469037627071321
1296	cage	OTU1386	cagec11	-0.0454736619053556	41	36	2.52534182224039e-05	0.00478312183155165
1302	cage	OTU2366	cagec11	-0.0164997024121783	41	19	2.58325407655345e-05	0.00486658562965533
1320	cage	OTU2010	cagec11	-0.0144148948831452	41	20	2.84385467636473e-05	0.00528868838253023
1322	cage	OTU133	cagec11	-0.0339563572032842	41	14	2.8590149734874e-05	0.00530885635495788
1335	cage	OTU440	cagec11	0.0116474616068365	41	15	3.05352560291483e-05	0.00561105094013698
1354	cage	OTU1862	cagec11	-0.00757730961780607	41	7	3.28298613701128e-05	0.00594798277019031
1361	cage	OTU41	cagec11	-0.0372679849439103	41	14	3.40634968503015e-05	0.00614434059718301
1367	cage	OTU53	cagec11	-0.032527969523625	41	10	3.43357711311295e-05	0.00616632855605088
1389	cage	OTU158	cagec11	-0.0164729563466835	41	11	3.63977354622535e-05	0.00641030038649004
1408	cage	OTU1965	cagec11	0.0114052179710416	41	12	3.8470794971236e-05	0.00669394553206365
1412	cage	OTU92	cagec11	-0.0131892430857941	41	9	3.94846889330678e-05	0.00682691104077707
1424	cage	OTU1838	cagec11	-0.00737458357656679	41	4	4.05011236177155e-05	0.00695295018111764
1433	cage	OTU2663	cagec11	0.0146964469712313	41	12	4.16454238624832e-05	0.00711055874452032
1436	cage	OTU2254	cagec11	0.0115769629733427	41	15	4.18192003909211e-05	0.00712539515691209
1454	cage	OTU107	cagec11	-0.0150028188017739	41	20	4.52028396441656e-05	0.00760709374660163
1476	cage	OTU2013	cagec11	-0.0210762915656389	41	21	5.07134764926355e-05	0.00839662962033551
1484	cage	OTU2658	cagec11	-0.0477340493059816	41	8	5.14465416090603e-05	0.00845848301470705
1497	cage	OTU831	cagec11	0.00572332609190623	41	11	5.39481667045151e-05	0.00880301463326478
1514	cage	OTU427	cagec11	-0.00715680138792825	41	5	5.70686170411433e-05	0.00920117387349398
1524	cage	OTU1	cagec11	-0.150061933940748	41	31	5.78701717948208e-05	0.00928174932065341
1574	cage	OTU40	cagec11	-0.00944230395571369	41	17	6.96481968232862e-05	0.0108182029051836
1582	cage	OTU1817	cagec11	0.00751458555132809	41	3	7.10968870717599e-05	0.0109877291485393
1586	cage	OTU1153	cagec11	0.0109965379143475	41	10	7.31452347755933e-05	0.0112759612333851
1599	cage	OTU659	cagec11	-0.0262343707095841	41	35	7.6400056485742e-05	0.0116753047811071
1613	cage	OTU1735	cagec11	-0.0318825809590506	41	29	7.8673669458146e-05	0.0119191093672869
1623	cage	OTU1908	cagec11	-0.0117669976842692	41	21	8.10430127843362e-05	0.0122029251752875
1631	cage	OTU201	cagec11	-0.0150869492709421	41	5	8.39579945808856e-05	0.0125573088830987
1643	cage	OTU2815	cagec11	-0.00641783885456099	41	9	8.73441148048566e-05	0.0129888674221188
1644	cage	OTU1088	cagec11	-0.0193756163359709	41	7	8.73713123782467e-05	0.0129888674221188
1665	cage	OTU64	cagec11	0.0408359863376707	41	28	9.49830903604714e-05	0.0139435289994149
1672	cage	OTU853	cagec11	-0.0107314924638532	41	4	9.54769701698179e-05	0.0139491965735014
1677	cage	OTU1266	cagec11	0.0133859326184088	41	16	9.60345682270095e-05	0.0139976641367706
1679	cage	OTU285	cagec11	0.00909270086910489	41	14	9.62000354718634e-05	0.0140051882410597
1686	cage	OTU955	cagec11	-0.00785084211217074	41	12	9.68226995645937e-05	0.0140376938908509
1693	cage	OTU1994	cagec11	-0.00769960532862871	41	7	9.81244059622566e-05	0.0141487047833763
1699	cage	OTU2410	cagec11	-0.0191239769615635	41	15	9.87419929790012e-05	0.0141731114784148
1714	cage	OTU629	cagec11	0.00875344563045911	41	8	0.000105112380430497	0.0149921940544801
1715	cage	OTU2788	cagec11	-0.0084987731724851	41	13	0.000105735835201696	0.0150723798873231
1717	cage	OTU2890	cagec11	0.011177387845652	41	13	0.000106108598126629	0.0151080099289823
1724	cage	OTU605	cagec11	-0.01261411746794	41	31	0.000108760952869155	0.0154231807268405
1742	cage	OTU2181	cagec11	-0.0130426151978103	41	9	0.000115532833203481	0.0162060157827166
1750	cage	OTU1756	cagec11	-0.0228670633732031	41	16	0.000119071685090894	0.0165983230508266
1761	cage	OTU161	cagec11	-0.0114897282015894	41	20	0.00011971463774869	0.0166032865432776
1778	cage	OTU2085	cagec11	-0.00993435728174016	41	10	0.000126504805443605	0.0173590980574057
1793	cage	OTU156	cagec11	-0.0562119867971531	41	23	0.000129870783446369	0.0176731293953509
1795	cage	OTU2485	cagec11	-0.013077695345244	41	9	0.000130410412359585	0.0176976208636049
1807	cage	OTU1907	cagec11	-0.00911853264255572	41	6	0.000134576412770549	0.0181528381956292
1819	cage	OTU515	cagec11	-0.00803079450173333	41	18	0.000139920449081956	0.0187707783701075
1821	cage	OTU2795	cagec11	-0.00839540599084789	41	13	0.000140856685372592	0.0188347588581616
1826	cage	OTU590	cagec11	-0.0108068709346941	41	14	0.000141387768416736	0.0188611263811135
1836	cage	OTU886	cagec11	-0.00931312430534426	41	14	0.000145729866714438	0.0193288082031383
1872	cage	OTU1724	cagec11	-0.00746855267673973	41	12	0.000157431987164579	0.0204567381870168
1874	cage	OTU247	cagec11	-0.00707810934965033	41	12	0.000157654472620691	0.0204567381870168
1881	cage	OTU511	cagec11	-0.0124796171951954	41	15	0.000157809146912691	0.0204567381870168
1893	cage	OTU2447	cagec11	-0.0133922396634224	41	25	0.000165633091984954	0.0213360570956556
1927	cage	OTU1621	cagec11	-0.0186209820442021	41	13	0.000182860208377129	0.023119412686785
1940	cage	OTU2670	cagec11	-0.00646836901582525	41	5	0.000189888393931386	0.0238365157029063
1962	cage	OTU618	cagec11	-0.00652081711062925	41	11	0.000199156722073038	0.0247349431744998
2004	cage	OTU2669	cagec11	0.0116555418940123	41	20	0.000223978673964744	0.0272267989161382
2019	cage	OTU960	cagec11	-0.0152048272341721	41	7	0.000233195820987114	0.0281047054347457
2041	cage	OTU1851	cagec11	-0.0107763158095643	41	12	0.000240739899086014	0.0287389240909392
2051	cage	OTU568	cagec11	-0.0251292291450785	41	21	0.00024439076374427	0.0290198698548982
2059	cage	OTU682	cagec11	-0.0145833674912068	41	10	0.00024754006611336	0.0292807765607368
2068	cage	OTU650	cagec11	-0.0102338055730971	41	16	0.000255195764052872	0.030027546724188
2074	cage	OTU1736	cagec11	0.00653846130289969	41	7	0.000259194964747637	0.0304398814041118
2085	cage	OTU756	cagec11	-0.0102884722812933	41	12	0.00026677829512656	0.0310930039782355
2097	cage	OTU1538	cagec11	-0.00860424074892356	41	16	0.000269391122419187	0.0312137474566446
2104	cage	OTU2129	cagec11	-0.0102005780341659	41	4	0.000269970998621101	0.0312137474566446
2125	cage	OTU1476	cagec11	0.0178888213607215	41	21	0.000283158948937724	0.0324495255240713
2132	cage	OTU2896	cagec11	-0.00670622629085152	41	5	0.000288315600810814	0.032871318571219
2141	cage	OTU890	cagec11	-0.00678518476074939	41	13	0.000290944411748557	0.0330637830177274
2149	cage	OTU2029	cagec11	-0.0324944451904409	41	8	0.000294363292114243	0.0333291584454266
2152	cage	OTU1777	cagec11	0.00940932314973892	41	8	0.000296837895089011	0.0335938846338615
2156	cage	OTU2231	cagec11	-0.00973753483234875	41	14	0.00029821930886736	0.0336341206832199
2164	cage	OTU1943	cagec11	-0.0177209452701125	41	32	0.000301677837197598	0.0339386877140308
2168	cage	OTU1876	cagec11	0.0636399004720658	41	37	0.000303609982459858	0.0340936966017691
2187	cage	OTU104	cagec11	-0.0156908048775195	41	20	0.000316660056344247	0.0352534345170902
2206	cage	OTU55	cagec11	-0.0101010944628208	41	13	0.000335850761636566	0.0370545801976573
2213	cage	OTU599	cagec11	-0.00849775370189512	41	5	0.000344365029956737	0.0378750732568019
2246	cage	OTU2157	cagec11	0.0552552034911833	41	33	0.000372052647307918	0.040307669390444
2261	cage	OTU600	cagec11	-0.00629248689736147	41	11	0.00038356579182686	0.0412823170269926
2267	cage	OTU1654	cagec11	-0.00851664834681683	41	10	0.000388934175913306	0.0417141228592774
2286	cage	OTU392	cagec11	-0.027525864732825	41	7	0.000399251352316853	0.0424872858866703
2289	cage	OTU442	cagec11	0.0182025934756713	41	29	0.000401026543897445	0.0426159559756885
2316	cage	OTU1455	cagec11	-0.0101313476107837	41	6	0.000425614191046963	0.0446553683252119
2332	cage	OTU1263	cagec11	-0.00900808138160583	41	16	0.000446928897609369	0.0465938904805679
2333	cage	OTU2885	cagec11	-0.0132870510601378	41	23	0.000446931077578333	0.0465938904805679
2353	cage	OTU251	cagec11	-0.0138444100486106	41	22	0.00045887860364406	0.0474175199516064
2371	cage	OTU1039	cagec11	-0.0273599108627242	41	30	0.000475651723603268	0.0487645319589229
2380	cage	OTU2116	cagec11	0.0311912216168551	41	26	0.000484019805609469	0.0494546432361864
20	cage	OTU482	cagec12	0.0230073108873323	41	5	5.47232119148724e-15	8.41495930618716e-11
29	cage	OTU1647	cagec12	0.0102115256774624	41	3	1.25353175601996e-13	1.23366077062353e-09
